ID,Age,Income,Employment_Years,Married,Dependents,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Debt_to_Income,Payment_History,Purpose_loan,Loan_Approval
619920033,59,36838.32454,12.32535745,0,2,63403.60743,7,827.5927953,0,0.445146669,0,Home,1
619910034,57,67304.93237,6.421209959,1,2,1000,5,754.451845,1,0.193215326,0,Business,1
619900035,68,66511.79373,6.13042927,0,4,207433.5405,20,850,2,0.372414538,1,Education,1
619890036,35,84534.59981,1.892857508,1,1,305494.253,20,782.948759,1,0.622266935,1,Personal,1
619880037,56,55151.26499,8.257895448,0,2,140800.8675,3,776.7372161,0,0.363902093,1,Debt_Consolidation,1
619870038,43,58470.28906,11.65377331,1,1,116413.8747,15,786.0363099,0,0.050554836,1,Home,1
619860039,31,87342.44102,0,0,2,138946.7831,20,850,2,0,1,Personal,1
619850040,64,29591.85418,18.20595252,1,0,96147.51884,15,622.3214468,1,0.116588516,1,Education,1
619840041,26,81173.66254,8.076982684,1,0,214064.9736,20,492.3026478,2,0.023398107,1,Business,1
619830042,67,43694.66275,11.87328318,1,3,143180.9398,30,682.2519198,0,0.216778105,1,Education,1
619820043,66,55651.33944,12.16252391,0,4,221115.4496,15,692.9140833,0,0.221693914,1,Home,1
619810044,68,0,16.79346418,0,2,87730.3387,15,475.1869134,2,0.38728201,1,Business,0
619800045,30,45875.45222,6.585118615,1,0,264960.9849,7,732.6678498,0,0.246911867,0,Business,1
619790046,32,61987.61831,5.793685976,0,0,362971.7186,10,777.5273012,1,0.099864278,1,Education,1
619780047,38,14030.58205,8.092450295,1,4,54428.45827,15,503.4451006,0,0.434712104,0,Education,1
619770048,32,54027.17895,6.202506117,0,3,150755.0256,7,749.2125051,3,0.242215537,1,Business,1
619760049,64,115138.2392,8.089360532,1,1,157546.6583,20,663.998514,0,0.279444636,1,Home,1
619750050,46,36646.14482,11.89886405,0,2,186497.6967,20,630.1744586,1,0.231421031,0,Home,1
619740051,66,57392.53722,12.41493103,0,4,208797.9857,30,510.7643175,0,0.467160632,1,Home,1
619730052,34,86671.75221,5.700510787,0,2,46007.99559,7,792.9896445,3,0.183575451,1,Personal,1
619720053,69,1763.958722,7.0175415,0,4,168433.8763,10,579.2668003,2,0.584962493,1,Education,0
619710054,25,76320.59689,16.87707288,1,0,284601.671,20,815.9329598,2,0.449170802,1,Business,1
619700055,25,68875.64045,12.04967246,1,3,154368.327,3,850,1,0.325797374,1,Personal,1
619690056,42,50000.4493,5.052464138,0,1,180162.3417,10,568.051696,0,0.499947272,1,Personal,1
619680057,41,27880.096,9.946284607,1,3,198180.0317,30,644.1470277,0,0.30049286,1,Education,1
619670058,39,50094.74144,10.67797698,0,3,187484.4507,20,619.2727254,2,0.306406473,1,Personal,0
619660059,43,40992.72631,1.612910006,0,0,158425.3462,7,709.4761076,2,0.485225095,0,Personal,1
619650060,44,77033.48758,3.056313408,1,3,146659.1352,7,795.0315658,3,0.250073711,1,Debt_Consolidation,1
619640061,67,83998.91686,16.76912622,0,1,119323.6614,5,599.9309884,0,0.213675916,1,Business,1
619630062,27,48649.16049,1.626943543,0,4,274702.9512,20,791.4503217,2,0.27414794,1,Personal,1
619620063,63,39876.0145,0,1,1,119331.3349,10,693.081538,2,0.208962305,0,Education,0
619610064,52,37294.84544,0,1,4,248454.3052,10,666.4608947,2,0.306469014,1,Education,1
619600065,41,93271.67951,1.854910317,0,2,156366.6181,7,614.0745496,1,0.343560321,0,Debt_Consolidation,0
619590066,46,58362.81155,4.202909085,1,2,186649.6153,3,845.3115486,3,0.410793683,0,Personal,1
619580067,58,94102.04844,8.621717924,0,3,137359.0563,3,546.6135258,2,0.148172463,1,Debt_Consolidation,1
619570068,56,25259.25823,7.871404639,1,4,36989.87664,30,623.2463357,0,0.415918709,1,Debt_Consolidation,1
619560069,65,88671.97998,11.83795038,0,0,192677.2153,30,850,0,0.656461379,1,Education,1
619550070,50,29571.98994,9.587091368,1,4,137181.746,10,736.7900979,3,0.560069855,1,Personal,1
619540071,19,62134.71525,10.5737901,1,2,14390.77845,10,658.2461772,0,0.127367277,1,Personal,1
619530072,44,109359.9186,3.189282356,1,4,217703.4861,30,611.683759,2,0.197250131,1,Debt_Consolidation,1
619520073,48,60681.39081,3.444385541,0,3,160975.5693,5,553.3488415,0,0.376499331,1,Debt_Consolidation,0
619510074,65,105498.7213,3.942232283,0,3,184524.5864,20,703.0811115,0,0.241771703,0,Business,1
619500075,58,36823.7477,7.05128248,1,1,135257.3224,5,713.374243,0,0.551020141,1,Debt_Consolidation,1
619490076,54,49713.22065,7.612459944,1,2,133870.3473,15,801.3286498,0,0.335449951,1,Education,1
619480077,57,72685.5232,6.607852577,1,3,134795.9978,15,745.8938955,2,0.308599462,0,Personal,1
619470078,26,67178.33385,9.970644479,1,4,80648.08271,7,566.3579073,2,0.571683208,1,Business,1
619460079,37,71286.73966,16.84595585,0,1,267436.5446,7,638.09269,2,0.242961255,1,Business,1
619450080,64,65073.60126,6.962192169,0,0,191615.043,10,741.64305,3,0.327347452,1,Personal,1
619440081,49,42815.3922,5.912459632,1,0,235402.421,5,627.4315685,3,0.392110704,0,Debt_Consolidation,1
619430082,64,73703.15822,4.407883802,1,0,23332.37486,3,616.4332192,0,0.40192268,1,Home,1
619420083,55,91532.95255,8.020209789,0,1,86554.97699,5,663.2028361,2,0.167960662,0,Business,1
619410084,29,74556.11194,9.107837638,0,0,155601.123,20,675.4316519,1,0.426516129,1,Home,0
619400085,42,55942.93882,6.464039453,0,4,87411.38583,3,756.176349,1,0.293589941,1,Personal,1
619390086,69,82705.55316,13.49941637,1,3,183743.1667,7,552.850077,1,0.12817973,1,Personal,1
619380087,24,51804.41184,9.244185394,0,1,95127.50511,5,602.6400936,0,0.155446541,1,Debt_Consolidation,1
619370088,62,54776.14612,8.623534515,1,1,291804.7386,7,529.4711065,0,0.383373776,1,Business,1
619360089,45,45305.85238,4.106550184,0,3,234437.4134,30,526.7438657,1,0.45136442,1,Business,1
619350090,18,67585.92966,2.82615111,0,1,186583.9513,30,850,1,0.426804784,1,Home,1
619340091,39,79208.34981,9.154322051,0,2,133696.035,20,519.0968967,1,0.220745658,1,Personal,1
619330092,54,15579.35846,9.528766545,0,3,214606.377,10,785.1410842,0,0.404559503,1,Personal,0
619320093,18,77591.04039,4.144325164,1,3,88798.2696,10,666.0394497,0,0.298701593,1,Home,0
619310094,39,123540.4962,17.199555,1,1,128906.782,7,685.9469472,1,0.327684255,0,Debt_Consolidation,1
619300095,42,9132.958183,7.089924655,1,4,167805.8962,3,723.2065168,1,0.414227105,1,Debt_Consolidation,1
619290096,37,50983.8022,1.680595855,1,4,206216.6278,30,775.9923221,2,0.40667734,1,Home,1
619280097,33,43672.70847,16.26374478,0,0,131692.8328,15,678.5212832,1,0.340021739,1,Debt_Consolidation,1
619270098,39,46295.8411,3.008534708,0,0,65258.39341,7,712.8459116,1,0.288925058,1,Debt_Consolidation,1
619260099,22,12880.34102,11.60639065,0,2,83252.80826,5,545.8590028,0,0.435900623,1,Personal,0
619250100,26,74160.6257,16.6939918,0,1,100178.9269,7,711.3100078,4,0.506882809,1,Education,1
619240101,28,31393.46422,9.854543953,1,4,106954.9025,3,790.827956,0,0.35877759,1,Education,1
619230102,51,93634.53119,9.088140501,0,0,84243.58264,15,734.8496252,1,0.472381521,1,Business,1
619220103,23,54101.11285,2.560388107,1,4,137412.3426,30,497.4460669,1,0.723559541,1,Education,1
619210104,35,39392.91106,13.66531721,1,1,145648.8679,3,828.5077589,0,0.329735816,1,Personal,1
619200105,24,84169.01157,1.345953691,1,4,106162.5588,10,595.474131,1,0.283259954,0,Debt_Consolidation,1
619190106,54,40854.7505,2.232663994,1,4,256193.298,5,712.3990784,1,0.19609449,1,Business,1
619180107,29,64389.30154,12.62090796,1,0,195696.3837,10,620.265515,1,0.356599781,1,Business,1
619170108,37,52539.8432,9.590257741,0,3,185306.4931,15,850,3,0.107510674,1,Debt_Consolidation,1
619160109,30,80555.80455,10.61975937,0,3,89480.84356,20,817.1169663,0,0.286487471,1,Education,1
619150110,68,45176.83667,15.39763602,1,0,36680.65786,20,624.5003482,1,0.227977312,1,Home,0
619140111,32,76556.25464,8.778270985,0,1,64845.65071,30,645.2894071,0,0.184034646,1,Home,1
619130112,56,87708.44217,4.782824665,1,3,95403.75994,15,684.7701127,4,0,1,Debt_Consolidation,1
619120113,47,92164.93423,3.221809077,0,1,39898.37634,3,545.0003374,3,0.344726355,1,Education,0
619110114,64,79645.30023,0.104799444,0,0,146054.1095,5,805.5633757,0,0,0,Debt_Consolidation,1
619100115,68,53457.47515,9.744669137,1,4,210789.8072,7,662.3315847,1,0.433761644,1,Education,0
619090116,22,39690.95264,10.15172419,0,4,221444.2881,5,631.2496715,3,0.29714049,1,Education,1
619080117,30,78222.72889,16.65085902,0,0,211075.4861,15,492.1194987,0,0.405629581,1,Personal,1
619070118,34,35840.52266,15.64209923,0,0,153803.044,7,548.0568297,0,0.398022282,1,Business,0
619060119,61,82168.30899,1.189025543,0,2,44722.62114,15,724.8729853,0,0.41337875,1,Debt_Consolidation,1
619050120,42,44501.10757,5.01800047,0,2,272570.5864,30,611.2106987,1,0.129711872,1,Debt_Consolidation,1
619040121,66,80247.23304,12.02790237,1,0,210084.6438,3,793.3974322,1,0.150871297,1,Business,1
619030122,33,19302.85153,13.63727184,1,3,55839.89927,5,544.4014297,2,0.291155489,1,Business,1
619020123,35,48243.91019,7.614176124,1,2,174337.8242,7,673.8862665,1,0.240199323,1,Personal,1
619010124,20,73535.18922,4.630393112,0,3,289250.4253,10,761.8376921,4,0.27619097,1,Education,1
619000125,58,104561.3554,12.98938908,0,2,91759.25329,15,517.6503567,0,0.249117211,1,Education,1
618990126,63,51220.09495,13.24242437,0,2,138858.3439,7,578.5166286,1,0.399753993,1,Business,1
618980127,61,26573.1223,7.812546141,0,3,108642.5391,7,654.7747229,1,0.104781018,0,Debt_Consolidation,0
618970128,40,40245.74673,0.712712677,0,0,163448.8876,10,629.1765873,1,0.303820402,1,Personal,0
618960129,38,50934.92916,5.366851936,0,1,74691.79446,5,850,2,0.390809721,1,Debt_Consolidation,1
618950130,58,28469.7037,9.856909208,0,3,76418.45525,3,739.3495074,1,0.258024438,1,Business,1
618940131,40,53495.61626,0,1,3,76272.526,10,739.8830731,0,0.5821866,1,Education,1
618930132,58,62227.51917,4.61925474,1,2,260573.4704,30,669.9596041,0,0.379547467,0,Personal,0
618920133,33,63796.94024,10.17468527,1,4,211189.0133,30,563.0564388,2,0.307520704,1,Home,1
618910134,36,53956.25903,5.875321051,0,2,1000,15,748.5461723,1,0.433723327,1,Personal,1
618900135,26,56889.31692,11.48404496,0,3,144348.5819,30,721.6201409,0,0.423865234,1,Education,1
618890136,45,48344.73045,2.123599417,0,4,191859.301,5,850,0,0.10265232,0,Business,0
618880137,57,6729.050066,0.069524038,0,2,275747.6505,7,850,2,0.298194466,1,Business,1
618870138,49,81679.82655,4.098557328,1,4,161879.3967,7,788.3024558,0,0.289788789,1,Debt_Consolidation,1
618860139,34,64563.23201,8.70037424,1,2,51554.37996,5,460.3450518,2,0.523242179,1,Home,1
618850140,66,32420.43107,14.81032478,0,4,154180.483,3,636.9255133,1,0.263154435,1,Education,1
618840141,63,86325.00068,10.51105023,0,4,1000,15,629.3250341,0,0.309020999,1,Personal,0
618830142,43,45084.91613,0.860967355,0,0,201320.2467,7,668.7676026,0,0.435908394,1,Education,1
618820143,25,42537.78011,1.176756631,1,1,199588.9106,30,700.7014184,0,0.504493525,1,Education,1
618810144,26,64621.6971,11.90539491,1,4,246411.5212,20,569.1981026,1,0.28561991,1,Business,1
618800145,41,58210.41321,11.03601995,0,4,118473.3505,20,666.8957269,3,0.190623142,1,Education,1
618790146,24,39478.4995,10.60302359,0,3,169504.0887,7,555.8662406,1,0.165971628,0,Education,1
618780147,33,115105.7242,2.038182209,1,2,213299.1939,15,680.8173546,2,0.418952801,1,Education,0
618770148,65,25798.14729,1.625971924,1,2,155000.2317,10,819.504976,3,0.173352573,1,Education,1
618760149,36,74880.6943,10.25953099,0,3,220891.0734,10,850,1,0.493594936,1,Education,1
618750150,57,41012.33346,4.345625367,1,1,318464.101,7,781.6259719,1,0.118568891,1,Education,1
618740151,68,64594.98432,3.0353876,0,2,143860.669,15,551.9370338,1,0.299065848,1,Personal,1
618730152,38,52906.81239,8.967326855,0,0,107886.5984,10,547.7100286,1,0.27199313,1,Education,1
618720153,55,106531.4343,14.98505277,0,0,183049.6918,10,612.1191071,0,0.212047367,1,Business,1
618710154,43,47593.06167,10.57139766,1,0,84659.32657,3,780.8892245,2,0.308665335,1,Debt_Consolidation,1
618700155,46,45272.74444,10.61169315,0,1,190060.1957,15,773.5793054,1,0.251191297,1,Debt_Consolidation,1
618690156,46,31156.68023,13.88489682,1,3,369774.0214,20,694.0325175,1,0.274010381,1,Debt_Consolidation,1
618680157,61,25364.2933,9.135669143,1,0,259423.4863,5,671.1652732,0,0.331445883,1,Education,0
618670158,49,70036.60355,2.62661201,0,4,246762.0018,3,774.1415095,1,0.131771768,1,Personal,1
618660159,44,38090.15641,8.684708917,0,4,113300.0718,20,758.1068183,1,0.107580787,1,Home,1
618650160,58,102854.5867,7.812102043,1,3,315510.3699,5,747.608249,1,0.115528657,0,Personal,1
618640161,18,82388.13844,9.02450429,1,1,194159.1658,30,534.9278866,1,0.184368947,1,Business,1
618630162,66,59785.36995,2.452622276,1,2,160622.8596,7,671.250116,4,0.193977182,0,Debt_Consolidation,1
618620163,45,97752.767,5.935389275,0,0,1000,20,624.8415919,0,0.294175841,1,Education,1
618610164,32,61180.70231,7.106998353,0,2,278514.7297,5,639.8557539,2,0.568067013,1,Education,1
618600165,20,67861.27056,10.99605586,1,2,258220.5051,20,444.9463771,1,0.525434463,1,Home,1
618590166,28,47876.13933,16.65879192,1,4,48177.56663,10,709.2174168,2,0.291831669,1,Education,1
618580167,20,60148.45424,5.780882602,1,0,214513.809,5,733.2889229,1,0.241261317,1,Debt_Consolidation,1
618570168,40,64814.00586,9.828815154,0,4,186152.9848,20,644.6338551,3,0,1,Debt_Consolidation,1
618560169,46,40853.49775,4.4434666,0,3,124744.2727,7,748.7026443,1,0.168674504,0,Personal,1
618550170,29,99495.74297,9.885134165,0,3,153430.4347,20,676.9470588,0,0.033028136,1,Education,1
618540171,19,56523.74201,2.0999256,1,4,334944.5499,20,739.4314144,1,0.359397861,1,Debt_Consolidation,1
618530172,59,69379.22535,16.39818617,1,4,53797.7533,15,797.5599498,0,0.156115954,1,Business,1
618520173,64,88546.33112,6.180442181,0,4,184531.6701,15,529.4506556,1,0.510645343,1,Education,1
618510174,65,31979.69733,13.16446742,0,3,251458.0632,30,747.0118683,1,0.114402542,1,Business,1
618500175,41,87328.0744,6.362202883,0,0,163996.112,5,779.1408307,2,0.238950003,0,Business,1
618490176,46,18506.11036,2.447063207,0,2,141527.2143,30,683.2345065,0,0.410192956,0,Personal,1
618480177,58,57527.71419,15.28742149,1,1,299846.1153,3,674.7365702,1,0.099164058,1,Home,1
618470178,49,73341.19988,0.197902348,0,2,72146.35639,5,631.5823136,1,0.259948745,1,Business,0
618460179,45,20110.81884,6.286894351,1,0,60944.53839,7,718.4485448,0,0,1,Debt_Consolidation,1
618450180,20,32303.67951,14.63979739,1,1,140018.6679,3,707.638299,1,0.172866318,1,Business,1
618440181,45,30274.44852,1.478556688,1,3,242377.0725,3,723.9380891,1,0.362287819,1,Personal,0
618430182,25,59243.68346,4.41658046,1,0,97400.39249,5,777.0379635,4,0.486079073,1,Debt_Consolidation,1
618420183,44,92110.92632,6.346343896,0,4,31934.27658,30,668.6887891,0,0.392626574,1,Education,1
618410184,60,64941.23257,5.66775404,0,0,165771.3423,30,850,1,0,1,Business,1
618400185,46,38477.21174,7.735891302,1,3,198966.0279,3,713.0778682,1,0.513714659,1,Business,1
618390186,42,63772.77409,14.90403294,1,4,36235.61876,15,801.8231833,1,0.387457848,1,Education,1
618380187,49,30693.48868,9.503745086,1,3,209472.1204,10,714.8602073,1,0.498794675,1,Business,0
618370188,69,26606.08344,4.295314432,0,4,19827.68431,15,687.1290823,3,0.027322821,1,Business,0
618360189,61,64873.23935,15.29029888,1,2,99951.77959,7,664.3243514,0,0.243561874,1,Home,1
618350190,49,17390.83229,6.821732997,1,3,126739.1254,10,726.803354,0,0.30432697,1,Business,1
618340191,42,57316.13023,10.37355489,0,3,176548.645,15,740.6504346,0,0.267606653,1,Personal,1
618330192,30,47775.19276,6.574057766,1,3,269482.9666,15,723.8504874,1,0.285299862,1,Debt_Consolidation,1
618320193,60,5032.679694,5.596117192,0,0,172262.0331,3,850,0,0.182591026,1,Personal,1
618310194,36,103491.6313,18.33834053,0,0,72121.6768,15,757.6233454,2,0.27687149,1,Home,1
618300195,52,17304.05185,10.95858863,1,1,70162.76841,15,845.1657302,0,0.259611632,0,Debt_Consolidation,1
618290196,29,66498.94984,7.895802236,0,2,203938.7536,30,720.4492042,0,0.215475882,1,Debt_Consolidation,1
618280197,49,70082.50976,0,1,0,129361.3172,15,638.877373,0,0.241318258,1,Personal,1
618270198,33,112918.6705,6.54060573,1,2,154075.1745,20,699.4207111,1,0.502943418,1,Personal,1
618260199,69,55282.21001,1.452888502,0,0,61228.67526,20,670.8479946,0,0.518155523,1,Home,1
618250200,28,69244.33593,6.976217205,1,1,194487.8243,15,565.8953485,1,0.080086784,1,Education,1
618240201,48,70580.30936,13.2638447,1,0,224107.1988,3,725.333076,0,0.14584418,1,Debt_Consolidation,1
618230202,56,33909.63975,8.992207643,1,2,176116.5828,5,647.1403285,0,0.316117413,1,Home,0
618220203,44,105855.0509,9.341328548,1,0,150101.4977,3,655.8763755,1,0.213805045,1,Education,1
618210204,34,19184.93136,8.556954268,0,3,186883.4917,30,688.4429158,1,0.311151863,0,Business,1
618200205,52,41629.90732,4.696342471,1,1,78421.52075,30,600.6645482,0,0.330089037,1,Debt_Consolidation,1
618190206,62,73674.02739,10.18076491,1,1,120809.1641,20,729.368119,1,0.118851959,1,Debt_Consolidation,1
618180207,47,67990.8169,17.28196849,1,3,155302.2766,20,850,2,0.356857117,1,Debt_Consolidation,1
618170208,68,94231.36994,7.392401609,0,2,307212.0957,3,778.4627913,1,0.3684817,1,Business,1
618160209,62,93423.01094,14.29590661,1,2,72139.55362,10,682.4025945,1,0.283886062,1,Business,1
618150210,23,66401.99697,0,0,1,255322.9129,3,795.3007957,0,0.14218736,1,Business,1
618140211,53,94637.15851,7.633560605,0,1,154637.3754,20,850,2,0.034771986,1,Business,1
618130212,38,76568.14566,23.74824006,1,1,37082.14942,3,588.9545469,0,0.239434515,1,Debt_Consolidation,1
618120213,21,101473.5076,0.368605031,1,3,166508.2368,7,817.607906,0,0.241902884,0,Debt_Consolidation,1
618110214,60,104581.7703,2.389237924,0,0,119585.0481,10,643.385306,1,0.171796291,1,Home,1
618100215,49,39121.05988,0,1,4,224169.2188,10,831.1571387,3,0.622759245,1,Debt_Consolidation,0
618090216,25,42701.71694,6.518006742,0,1,28297.00719,10,590.1976691,3,0.254578815,1,Personal,1
618080217,25,105163.3668,7.709313528,1,0,77954.01177,5,632.3925493,1,0.275301072,1,Education,1
618070218,20,75031.44905,0.851346719,1,1,254678.0611,5,771.2036459,2,0.32132541,1,Home,1
618060219,58,37611.09766,11.7684695,0,3,182578.2692,15,850,1,0.351375225,1,Debt_Consolidation,1
618050220,18,30668.85775,10.58863954,1,4,273630.9456,20,718.0019139,3,0.073656054,0,Debt_Consolidation,1
618040221,65,62356.98234,1.699136597,1,1,48949.25856,10,842.4812186,2,0.255043033,1,Education,1
618030222,42,51573.56285,10.77723091,1,3,175752.7762,7,618.2590388,1,0.058964848,1,Business,1
618020223,39,48090.05598,2.311776979,1,2,143879.8557,7,647.4639996,2,0.20736063,1,Education,1
618010224,24,94251.09153,2.0202283,0,1,121508.1593,7,730.878636,0,0.409123843,1,Debt_Consolidation,1
618000225,30,76423.67781,3.227884502,0,0,121919.9664,15,605.4593361,0,0.125654961,1,Business,1
617990226,22,45340.98285,8.175711123,1,2,168616.9131,3,669.7869615,3,0.40204197,1,Personal,1
617980227,52,40760.16339,0.786821645,0,1,161927.7199,7,529.0091556,1,0.376144781,0,Personal,0
617970228,53,65763.4282,4.957699593,0,4,224328.5285,3,764.8788206,0,0.278829468,1,Debt_Consolidation,1
617960229,35,48331.35474,12.99911761,1,3,72782.65558,7,723.026773,0,0.299494413,1,Personal,1
617950230,56,47374.57874,4.35481786,0,0,215562.7404,20,731.4490672,0,0.235517755,1,Debt_Consolidation,0
617940231,49,41677.67786,4.035681975,1,1,11887.8968,30,693.6256683,2,0.176205255,1,Personal,1
617930232,29,70017.29593,6.843628673,0,4,190352.6129,3,645.3816987,1,0.44852605,1,Personal,1
617920233,66,108479.8142,5.547381737,1,2,217998.6289,7,850,2,0.170937768,1,Home,1
617910234,39,63101.81814,7.876445675,1,3,138643.7949,15,811.6203642,0,0.170588502,1,Home,1
617900235,34,57976.87617,10.54833105,0,1,89256.23574,20,626.2166802,4,0.372934713,1,Home,1
617890236,31,54097.39973,16.4844491,1,1,324861.4569,10,850,1,0.237259924,1,Home,1
617880237,57,99205.99397,4.146062985,1,0,89088.21521,3,681.4021653,2,0.223764346,0,Education,1
617870238,61,51130.78697,5.478400155,0,0,293617.8379,20,768.7049347,3,0.446783594,0,Education,1
617860239,39,46442.94156,7.408291881,1,4,155451.7097,20,757.6676312,1,0.440281878,1,Education,0
617850240,41,89116.63021,0,0,0,21985.30784,10,681.9834626,0,0.478232513,1,Debt_Consolidation,0
617840241,69,61410.48633,6.222928479,0,1,160467.2365,15,563.2750172,0,0.382023161,1,Business,1
617830242,51,82029.58358,3.113811556,1,4,218089.5478,7,650.0643168,2,0.496387945,1,Debt_Consolidation,1
617820243,31,19256.67087,2.804269348,1,3,207188.2936,3,581.7650829,1,0.112573941,1,Home,0
617810244,29,41783.68964,9.059790135,0,1,125086.6655,30,593.4738496,1,0.369771423,1,Personal,1
617800245,33,109921.2555,6.997826867,1,3,268396.1543,15,775.2967512,0,0.168021984,1,Education,1
617790246,19,32753.91037,0,0,3,134096.6766,30,700.5824058,1,0.491601951,1,Home,0
617780247,37,81008.9206,0.613253956,0,0,23355.58495,15,702.0560154,1,0.027338819,1,Debt_Consolidation,1
617770248,47,59872.38561,3.84037088,1,2,1000,10,514.2613094,0,0.00778287,1,Business,1
617760249,67,42346.7847,14.71354719,0,3,104450.4817,30,730.0600001,1,0.011683329,1,Education,1
617750250,45,72305.98661,6.134703278,1,1,13838.8565,10,506.1618861,3,0.473269363,1,Home,1
617740251,36,102164.9034,6.850981483,1,1,133249.9223,7,850,1,0.582906195,1,Home,1
617730252,62,32906.61575,20.43010123,1,4,135833.9897,10,747.2495563,1,0.369069976,1,Business,1
617720253,18,72635.10684,6.154363635,1,1,103735.85,7,735.7558646,0,0.245075836,1,Personal,1
617710254,67,59212.19189,0,1,4,120600.4781,5,715.5570357,1,0.22081071,1,Education,1
617700255,69,36218.26517,8.801151823,0,4,37318.15518,10,702.0887163,1,0.200678077,1,Education,1
617690256,32,60277.38051,5.85994034,1,1,127431.1715,10,799.1613661,0,0.23921951,1,Personal,1
617680257,69,89966.06522,7.935819208,0,0,55860.14138,5,610.3626349,0,0.388878972,1,Education,0
617670258,28,91426.99421,13.69390406,1,1,286572.5419,7,686.0734004,0,0.222497085,1,Education,1
617660259,21,75573.30675,5.547998967,0,2,72076.98872,15,738.3670913,1,0.266035053,0,Debt_Consolidation,1
617650260,29,39495.57802,1.327729594,1,1,48897.43113,5,805.1556184,0,0.244048622,1,Education,1
617640261,44,65537.33268,8.81822388,0,2,112019.8186,5,850,1,0.315440971,1,Business,1
617630262,38,39688.37041,4.591300329,0,1,151151.5089,15,704.6162372,0,0.11407641,1,Debt_Consolidation,1
617620263,52,47490.34775,6.11299518,1,0,201229.6936,10,770.1588849,0,0.315862827,1,Personal,1
617610264,64,68287.13155,10.52555306,1,3,222564.2246,7,637.2952833,2,0.234035543,1,Education,1
617600265,27,70843.73052,12.20803602,0,0,220162.0797,20,707.9445099,2,0.301965489,0,Home,0
617590266,44,98922.04591,12.13856587,1,3,115725.4471,30,850,0,0.142496329,1,Home,1
